name,user,rating,production_year,normalized_year,genre_Action,genre_Adventure,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Horror,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_War
12 Angry Men,user268,10,2021,1.0,False,False,False,False,False,False,False,False,False,False,True,False
12 Angry Men,user407,2,2021,1.0,False,False,False,False,False,False,False,False,False,False,True,False
12 Angry Men,user169,6,2015,0.8775510204081632,False,False,False,False,False,False,False,False,False,False,True,False
12 Angry Men,user426,7,2015,0.8775510204081632,False,False,False,False,False,False,False,False,False,False,True,False
12 Angry Men,user472,4,2021,1.0,False,False,False,False,False,False,False,False,False,False,True,False
12 Angry Men,user457,10,2021,1.0,False,False,False,False,False,False,False,False,False,False,True,False
1917,user305,3,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user341,4,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user48,1,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user68,4,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user480,3,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user486,1,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user311,3,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user32,3,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user250,8,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user91,10,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user323,5,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user169,1,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user120,6,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user67,1,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user306,7,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user190,1,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user435,9,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user290,7,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user143,1,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user147,8,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user294,3,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user313,5,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user312,10,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user493,5,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user66,1,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user375,2,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user35,8,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user343,10,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user174,4,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user202,5,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user180,5,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user307,3,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user234,6,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user443,3,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user346,3,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user129,1,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user278,2,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user5,10,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user402,6,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user362,1,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user327,4,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user431,5,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user468,5,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user214,8,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user331,1,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user330,7,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user296,7,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user417,3,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user407,1,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
1917,user103,2,2000,0.5714285714285714,False,False,False,False,False,True,False,False,False,False,False,False
A Clockwork Orange,user305,6,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user341,10,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user48,2,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user68,4,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user480,4,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user486,8,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user311,3,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user32,2,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user250,8,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user91,10,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user323,2,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user169,5,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user120,9,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user67,6,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user306,3,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user190,1,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user435,2,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user290,1,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user143,4,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user147,5,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user294,5,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user313,1,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user312,10,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user493,5,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user66,10,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user375,9,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user35,4,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user343,8,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user174,2,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user202,4,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user180,6,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user307,5,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user234,2,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user443,5,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user346,8,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user129,2,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user278,10,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user5,3,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user402,7,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user362,1,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user327,9,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user431,4,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user468,10,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user214,7,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user331,10,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user330,4,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user296,10,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user417,6,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user407,3,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,user103,6,2003,0.6326530612244898,False,False,True,False,False,False,False,False,False,False,False,False
A Separation,user305,6,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user341,8,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user48,9,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user68,4,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user480,9,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user486,9,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user311,10,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user32,10,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user250,8,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user91,4,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user323,1,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user169,10,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user120,8,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user67,5,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user306,8,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user190,8,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user435,8,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user290,3,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user143,4,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user147,4,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user294,4,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user313,10,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user312,9,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user493,10,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user66,6,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user375,10,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user35,7,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user343,2,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user174,8,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user202,4,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user180,4,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user307,7,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user234,10,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user443,6,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user346,6,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user129,9,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user278,7,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user5,3,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user402,7,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user362,10,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user327,1,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user431,10,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user468,3,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user214,3,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user331,4,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user330,3,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user296,3,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user417,5,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user407,8,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
A Separation,user103,6,2019,0.9591836734693877,False,False,False,False,False,False,False,False,True,False,False,False
Alien,user305,7,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user341,3,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user48,8,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user68,10,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user480,9,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user486,9,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user311,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user32,1,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user250,9,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user91,10,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user323,4,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user169,7,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user120,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user67,8,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user306,5,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user190,2,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user435,3,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user290,10,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user143,10,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user147,7,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user294,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user313,9,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user312,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user493,3,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user66,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user375,2,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user35,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user343,9,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user174,1,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user202,10,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user180,1,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user307,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user234,5,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user443,1,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user346,7,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user129,7,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user278,9,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user5,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user402,9,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user362,10,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user327,1,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user431,4,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user468,2,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user214,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user331,10,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user330,10,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user296,2,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user417,7,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user407,1,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Alien,user103,4,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,True,False,False
Aliens,user305,7,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user341,5,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user48,7,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user68,7,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user480,6,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user486,1,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user311,10,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user32,9,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user250,1,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user91,10,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user323,1,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user169,6,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user120,1,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user67,2,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user306,4,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user190,1,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user435,8,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user290,8,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user143,3,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user147,4,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user294,4,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user313,8,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user312,9,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user493,10,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user66,4,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user375,2,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user35,9,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user343,9,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user174,8,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user202,4,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user180,4,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user307,4,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user234,5,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user443,6,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user346,5,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user129,9,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user278,4,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user5,2,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user402,5,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user362,6,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user327,7,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user431,10,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user468,10,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user214,1,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user331,3,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user330,1,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
Aliens,user296,10,1993,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,False
